N.°,Nombre,Tipos,IMG
0428,Lopunny,Normal,pokemon_images/0428_Lopunny.png
0429,Mismagius,Ghost,pokemon_images/0429_Mismagius.png
0430,Honchkrow,"Dark, Flying",pokemon_images/0430_Honchkrow.png
0431,Glameow,Normal,pokemon_images/0431_Glameow.png
0432,Purugly,Normal,pokemon_images/0432_Purugly.png
0433,Chingling,Psychic,pokemon_images/0433_Chingling.png
0434,Stunky,"Poison, Dark",pokemon_images/0434_Stunky.png
0435,Skuntank,"Poison, Dark",pokemon_images/0435_Skuntank.png
0436,Bronzor,"Steel, Psychic",pokemon_images/0436_Bronzor.png
0437,Bronzong,"Steel, Psychic",pokemon_images/0437_Bronzong.png
0438,Bonsly,Rock,pokemon_images/0438_Bonsly.png
0439,Mime-jr,"Psychic, Fairy",pokemon_images/0439_Mime-jr.png
0440,Happiny,Normal,pokemon_images/0440_Happiny.png
0441,Chatot,"Normal, Flying",pokemon_images/0441_Chatot.png
0442,Spiritomb,"Ghost, Dark",pokemon_images/0442_Spiritomb.png
0443,Gible,"Dragon, Ground",pokemon_images/0443_Gible.png
0444,Gabite,"Dragon, Ground",pokemon_images/0444_Gabite.png
0445,Garchomp,"Dragon, Ground",pokemon_images/0445_Garchomp.png
0446,Munchlax,Normal,pokemon_images/0446_Munchlax.png
0447,Riolu,Fighting,pokemon_images/0447_Riolu.png
0448,Lucario,"Fighting, Steel",pokemon_images/0448_Lucario.png
0449,Hippopotas,Ground,pokemon_images/0449_Hippopotas.png
0450,Hippowdon,Ground,pokemon_images/0450_Hippowdon.png
0451,Skorupi,"Poison, Bug",pokemon_images/0451_Skorupi.png
0452,Drapion,"Poison, Dark",pokemon_images/0452_Drapion.png
0453,Croagunk,"Poison, Fighting",pokemon_images/0453_Croagunk.png
0454,Toxicroak,"Poison, Fighting",pokemon_images/0454_Toxicroak.png
0455,Carnivine,Grass,pokemon_images/0455_Carnivine.png
0456,Finneon,Water,pokemon_images/0456_Finneon.png
0457,Lumineon,Water,pokemon_images/0457_Lumineon.png
0458,Mantyke,"Water, Flying",pokemon_images/0458_Mantyke.png
0459,Snover,"Grass, Ice",pokemon_images/0459_Snover.png
0460,Abomasnow,"Grass, Ice",pokemon_images/0460_Abomasnow.png
0461,Weavile,"Dark, Ice",pokemon_images/0461_Weavile.png
0462,Magnezone,"Electric, Steel",pokemon_images/0462_Magnezone.png
0463,Lickilicky,Normal,pokemon_images/0463_Lickilicky.png
0464,Rhyperior,"Ground, Rock",pokemon_images/0464_Rhyperior.png
0465,Tangrowth,Grass,pokemon_images/0465_Tangrowth.png
0466,Electivire,Electric,pokemon_images/0466_Electivire.png
0467,Magmortar,Fire,pokemon_images/0467_Magmortar.png
0468,Togekiss,"Fairy, Flying",pokemon_images/0468_Togekiss.png
0469,Yanmega,"Bug, Flying",pokemon_images/0469_Yanmega.png
0470,Leafeon,Grass,pokemon_images/0470_Leafeon.png
0471,Glaceon,Ice,pokemon_images/0471_Glaceon.png
0472,Gliscor,"Ground, Flying",pokemon_images/0472_Gliscor.png
0473,Mamoswine,"Ice, Ground",pokemon_images/0473_Mamoswine.png
0474,Porygon-z,Normal,pokemon_images/0474_Porygon-z.png
0475,Gallade,"Psychic, Fighting",pokemon_images/0475_Gallade.png
0476,Probopass,"Rock, Steel",pokemon_images/0476_Probopass.png
0477,Dusknoir,Ghost,pokemon_images/0477_Dusknoir.png
0478,Froslass,"Ice, Ghost",pokemon_images/0478_Froslass.png
0479,Rotom,"Electric, Ghost",pokemon_images/0479_Rotom.png
0480,Uxie,Psychic,pokemon_images/0480_Uxie.png
0481,Mesprit,Psychic,pokemon_images/0481_Mesprit.png
0482,Azelf,Psychic,pokemon_images/0482_Azelf.png
0483,Dialga,"Steel, Dragon",pokemon_images/0483_Dialga.png
0484,Palkia,"Water, Dragon",pokemon_images/0484_Palkia.png
0485,Heatran,"Fire, Steel",pokemon_images/0485_Heatran.png
0486,Regigigas,Normal,pokemon_images/0486_Regigigas.png
0487,Giratina-altered,"Ghost, Dragon",pokemon_images/0487_Giratina-altered.png
0488,Cresselia,Psychic,pokemon_images/0488_Cresselia.png
0489,Phione,Water,pokemon_images/0489_Phione.png
0490,Manaphy,Water,pokemon_images/0490_Manaphy.png
0491,Darkrai,Dark,pokemon_images/0491_Darkrai.png
0492,Shaymin-land,Grass,pokemon_images/0492_Shaymin-land.png
0493,Arceus,Normal,pokemon_images/0493_Arceus.png
0494,Victini,"Psychic, Fire",pokemon_images/0494_Victini.png
0495,Snivy,Grass,pokemon_images/0495_Snivy.png
0496,Servine,Grass,pokemon_images/0496_Servine.png
0497,Serperior,Grass,pokemon_images/0497_Serperior.png
0498,Tepig,Fire,pokemon_images/0498_Tepig.png
0499,Pignite,"Fire, Fighting",pokemon_images/0499_Pignite.png
0500,Emboar,"Fire, Fighting",pokemon_images/0500_Emboar.png
0501,Oshawott,Water,pokemon_images/0501_Oshawott.png
0502,Dewott,Water,pokemon_images/0502_Dewott.png
0503,Samurott,Water,pokemon_images/0503_Samurott.png
0504,Patrat,Normal,pokemon_images/0504_Patrat.png
0505,Watchog,Normal,pokemon_images/0505_Watchog.png
0506,Lillipup,Normal,pokemon_images/0506_Lillipup.png
0507,Herdier,Normal,pokemon_images/0507_Herdier.png
0508,Stoutland,Normal,pokemon_images/0508_Stoutland.png
0509,Purrloin,Dark,pokemon_images/0509_Purrloin.png
0510,Liepard,Dark,pokemon_images/0510_Liepard.png
0511,Pansage,Grass,pokemon_images/0511_Pansage.png
0512,Simisage,Grass,pokemon_images/0512_Simisage.png
0513,Pansear,Fire,pokemon_images/0513_Pansear.png
0514,Simisear,Fire,pokemon_images/0514_Simisear.png
0515,Panpour,Water,pokemon_images/0515_Panpour.png
0516,Simipour,Water,pokemon_images/0516_Simipour.png
0517,Munna,Psychic,pokemon_images/0517_Munna.png
0518,Musharna,Psychic,pokemon_images/0518_Musharna.png
0519,Pidove,"Normal, Flying",pokemon_images/0519_Pidove.png
0520,Tranquill,"Normal, Flying",pokemon_images/0520_Tranquill.png
0521,Unfezant,"Normal, Flying",pokemon_images/0521_Unfezant.png
0522,Blitzle,Electric,pokemon_images/0522_Blitzle.png
0523,Zebstrika,Electric,pokemon_images/0523_Zebstrika.png
0524,Roggenrola,Rock,pokemon_images/0524_Roggenrola.png
0525,Boldore,Rock,pokemon_images/0525_Boldore.png
0526,Gigalith,Rock,pokemon_images/0526_Gigalith.png
0527,Woobat,"Psychic, Flying",pokemon_images/0527_Woobat.png
0528,Swoobat,"Psychic, Flying",pokemon_images/0528_Swoobat.png
0529,Drilbur,Ground,pokemon_images/0529_Drilbur.png
0530,Excadrill,"Ground, Steel",pokemon_images/0530_Excadrill.png
0531,Audino,Normal,pokemon_images/0531_Audino.png
0532,Timburr,Fighting,pokemon_images/0532_Timburr.png
0533,Gurdurr,Fighting,pokemon_images/0533_Gurdurr.png
0534,Conkeldurr,Fighting,pokemon_images/0534_Conkeldurr.png
0535,Tympole,Water,pokemon_images/0535_Tympole.png
0536,Palpitoad,"Water, Ground",pokemon_images/0536_Palpitoad.png
0537,Seismitoad,"Water, Ground",pokemon_images/0537_Seismitoad.png
0538,Throh,Fighting,pokemon_images/0538_Throh.png
0539,Sawk,Fighting,pokemon_images/0539_Sawk.png
0540,Sewaddle,"Bug, Grass",pokemon_images/0540_Sewaddle.png
0541,Swadloon,"Bug, Grass",pokemon_images/0541_Swadloon.png
0542,Leavanny,"Bug, Grass",pokemon_images/0542_Leavanny.png
0543,Venipede,"Bug, Poison",pokemon_images/0543_Venipede.png
0544,Whirlipede,"Bug, Poison",pokemon_images/0544_Whirlipede.png
0545,Scolipede,"Bug, Poison",pokemon_images/0545_Scolipede.png
0546,Cottonee,"Grass, Fairy",pokemon_images/0546_Cottonee.png
0547,Whimsicott,"Grass, Fairy",pokemon_images/0547_Whimsicott.png
0548,Petilil,Grass,pokemon_images/0548_Petilil.png
0549,Lilligant,Grass,pokemon_images/0549_Lilligant.png
0550,Basculin-red-striped,Water,pokemon_images/0550_Basculin-red-striped.png
0551,Sandile,"Ground, Dark",pokemon_images/0551_Sandile.png
0552,Krokorok,"Ground, Dark",pokemon_images/0552_Krokorok.png
0553,Krookodile,"Ground, Dark",pokemon_images/0553_Krookodile.png
0554,Darumaka,Fire,pokemon_images/0554_Darumaka.png
0555,Darmanitan-standard,Fire,pokemon_images/0555_Darmanitan-standard.png
0556,Maractus,Grass,pokemon_images/0556_Maractus.png
0557,Dwebble,"Bug, Rock",pokemon_images/0557_Dwebble.png
0558,Crustle,"Bug, Rock",pokemon_images/0558_Crustle.png
0559,Scraggy,"Dark, Fighting",pokemon_images/0559_Scraggy.png
0560,Scrafty,"Dark, Fighting",pokemon_images/0560_Scrafty.png
0561,Sigilyph,"Psychic, Flying",pokemon_images/0561_Sigilyph.png
0562,Yamask,Ghost,pokemon_images/0562_Yamask.png
0563,Cofagrigus,Ghost,pokemon_images/0563_Cofagrigus.png
0564,Tirtouga,"Water, Rock",pokemon_images/0564_Tirtouga.png
0565,Carracosta,"Water, Rock",pokemon_images/0565_Carracosta.png
0566,Archen,"Rock, Flying",pokemon_images/0566_Archen.png
0567,Archeops,"Rock, Flying",pokemon_images/0567_Archeops.png
0568,Trubbish,Poison,pokemon_images/0568_Trubbish.png
0569,Garbodor,Poison,pokemon_images/0569_Garbodor.png
0570,Zorua,Dark,pokemon_images/0570_Zorua.png
0571,Zoroark,Dark,pokemon_images/0571_Zoroark.png
0572,Minccino,Normal,pokemon_images/0572_Minccino.png
0573,Cinccino,Normal,pokemon_images/0573_Cinccino.png
0574,Gothita,Psychic,pokemon_images/0574_Gothita.png
0575,Gothorita,Psychic,pokemon_images/0575_Gothorita.png
0576,Gothitelle,Psychic,pokemon_images/0576_Gothitelle.png
0577,Solosis,Psychic,pokemon_images/0577_Solosis.png
0578,Duosion,Psychic,pokemon_images/0578_Duosion.png
0579,Reuniclus,Psychic,pokemon_images/0579_Reuniclus.png
0580,Ducklett,"Water, Flying",pokemon_images/0580_Ducklett.png
0581,Swanna,"Water, Flying",pokemon_images/0581_Swanna.png
0582,Vanillite,Ice,pokemon_images/0582_Vanillite.png
0583,Vanillish,Ice,pokemon_images/0583_Vanillish.png
0584,Vanilluxe,Ice,pokemon_images/0584_Vanilluxe.png
0585,Deerling,"Normal, Grass",pokemon_images/0585_Deerling.png
0586,Sawsbuck,"Normal, Grass",pokemon_images/0586_Sawsbuck.png
0587,Emolga,"Electric, Flying",pokemon_images/0587_Emolga.png
0588,Karrablast,Bug,pokemon_images/0588_Karrablast.png
0589,Escavalier,"Bug, Steel",pokemon_images/0589_Escavalier.png
0590,Foongus,"Grass, Poison",pokemon_images/0590_Foongus.png
0591,Amoonguss,"Grass, Poison",pokemon_images/0591_Amoonguss.png
0592,Frillish-male,"Water, Ghost",pokemon_images/0592_Frillish-male.png
0593,Jellicent-male,"Water, Ghost",pokemon_images/0593_Jellicent-male.png
0594,Alomomola,Water,pokemon_images/0594_Alomomola.png
0595,Joltik,"Bug, Electric",pokemon_images/0595_Joltik.png
0596,Galvantula,"Bug, Electric",pokemon_images/0596_Galvantula.png
0597,Ferroseed,"Grass, Steel",pokemon_images/0597_Ferroseed.png
0598,Ferrothorn,"Grass, Steel",pokemon_images/0598_Ferrothorn.png
0599,Klink,Steel,pokemon_images/0599_Klink.png
0600,Klang,Steel,pokemon_images/0600_Klang.png
0601,Klinklang,Steel,pokemon_images/0601_Klinklang.png
0602,Tynamo,Electric,pokemon_images/0602_Tynamo.png
0603,Eelektrik,Electric,pokemon_images/0603_Eelektrik.png
0604,Eelektross,Electric,pokemon_images/0604_Eelektross.png
0605,Elgyem,Psychic,pokemon_images/0605_Elgyem.png
0606,Beheeyem,Psychic,pokemon_images/0606_Beheeyem.png
0607,Litwick,"Ghost, Fire",pokemon_images/0607_Litwick.png
0608,Lampent,"Ghost, Fire",pokemon_images/0608_Lampent.png
0609,Chandelure,"Ghost, Fire",pokemon_images/0609_Chandelure.png
0610,Axew,Dragon,pokemon_images/0610_Axew.png
0611,Fraxure,Dragon,pokemon_images/0611_Fraxure.png
0612,Haxorus,Dragon,pokemon_images/0612_Haxorus.png
0613,Cubchoo,Ice,pokemon_images/0613_Cubchoo.png
0614,Beartic,Ice,pokemon_images/0614_Beartic.png
0615,Cryogonal,Ice,pokemon_images/0615_Cryogonal.png
0616,Shelmet,Bug,pokemon_images/0616_Shelmet.png
0617,Accelgor,Bug,pokemon_images/0617_Accelgor.png
0618,Stunfisk,"Ground, Electric",pokemon_images/0618_Stunfisk.png
0619,Mienfoo,Fighting,pokemon_images/0619_Mienfoo.png
0620,Mienshao,Fighting,pokemon_images/0620_Mienshao.png
0621,Druddigon,Dragon,pokemon_images/0621_Druddigon.png
0622,Golett,"Ground, Ghost",pokemon_images/0622_Golett.png
0623,Golurk,"Ground, Ghost",pokemon_images/0623_Golurk.png
0624,Pawniard,"Dark, Steel",pokemon_images/0624_Pawniard.png
0625,Bisharp,"Dark, Steel",pokemon_images/0625_Bisharp.png
0626,Bouffalant,Normal,pokemon_images/0626_Bouffalant.png
0627,Rufflet,"Normal, Flying",pokemon_images/0627_Rufflet.png
0628,Braviary,"Normal, Flying",pokemon_images/0628_Braviary.png
0629,Vullaby,"Dark, Flying",pokemon_images/0629_Vullaby.png
0630,Mandibuzz,"Dark, Flying",pokemon_images/0630_Mandibuzz.png
0631,Heatmor,Fire,pokemon_images/0631_Heatmor.png
0632,Durant,"Bug, Steel",pokemon_images/0632_Durant.png
0633,Deino,"Dark, Dragon",pokemon_images/0633_Deino.png
0634,Zweilous,"Dark, Dragon",pokemon_images/0634_Zweilous.png
0635,Hydreigon,"Dark, Dragon",pokemon_images/0635_Hydreigon.png
0636,Larvesta,"Bug, Fire",pokemon_images/0636_Larvesta.png
0637,Volcarona,"Bug, Fire",pokemon_images/0637_Volcarona.png
0638,Cobalion,"Steel, Fighting",pokemon_images/0638_Cobalion.png
0639,Terrakion,"Rock, Fighting",pokemon_images/0639_Terrakion.png
0640,Virizion,"Grass, Fighting",pokemon_images/0640_Virizion.png
0641,Tornadus-incarnate,Flying,pokemon_images/0641_Tornadus-incarnate.png
0642,Thundurus-incarnate,"Electric, Flying",pokemon_images/0642_Thundurus-incarnate.png
0643,Reshiram,"Dragon, Fire",pokemon_images/0643_Reshiram.png
0644,Zekrom,"Dragon, Electric",pokemon_images/0644_Zekrom.png
0645,Landorus-incarnate,"Ground, Flying",pokemon_images/0645_Landorus-incarnate.png
0646,Kyurem,"Dragon, Ice",pokemon_images/0646_Kyurem.png
0647,Keldeo-ordinary,"Water, Fighting",pokemon_images/0647_Keldeo-ordinary.png
0648,Meloetta-aria,"Normal, Psychic",pokemon_images/0648_Meloetta-aria.png
0649,Genesect,"Bug, Steel",pokemon_images/0649_Genesect.png
0650,Chespin,Grass,pokemon_images/0650_Chespin.png
0651,Quilladin,Grass,pokemon_images/0651_Quilladin.png
0652,Chesnaught,"Grass, Fighting",pokemon_images/0652_Chesnaught.png
0653,Fennekin,Fire,pokemon_images/0653_Fennekin.png
0654,Braixen,Fire,pokemon_images/0654_Braixen.png
0655,Delphox,"Fire, Psychic",pokemon_images/0655_Delphox.png
0656,Froakie,Water,pokemon_images/0656_Froakie.png
0657,Frogadier,Water,pokemon_images/0657_Frogadier.png
0658,Greninja,"Water, Dark",pokemon_images/0658_Greninja.png
0659,Bunnelby,Normal,pokemon_images/0659_Bunnelby.png
0660,Diggersby,"Normal, Ground",pokemon_images/0660_Diggersby.png
0661,Fletchling,"Normal, Flying",pokemon_images/0661_Fletchling.png
0662,Fletchinder,"Fire, Flying",pokemon_images/0662_Fletchinder.png
0663,Talonflame,"Fire, Flying",pokemon_images/0663_Talonflame.png
0664,Scatterbug,Bug,pokemon_images/0664_Scatterbug.png
0665,Spewpa,Bug,pokemon_images/0665_Spewpa.png
0666,Vivillon,"Bug, Flying",pokemon_images/0666_Vivillon.png
0667,Litleo,"Fire, Normal",pokemon_images/0667_Litleo.png
0668,Pyroar-male,"Fire, Normal",pokemon_images/0668_Pyroar-male.png
0669,Flabebe,Fairy,pokemon_images/0669_Flabebe.png
0670,Floette,Fairy,pokemon_images/0670_Floette.png
0671,Florges,Fairy,pokemon_images/0671_Florges.png
0672,Skiddo,Grass,pokemon_images/0672_Skiddo.png
0673,Gogoat,Grass,pokemon_images/0673_Gogoat.png
0674,Pancham,Fighting,pokemon_images/0674_Pancham.png
0675,Pangoro,"Fighting, Dark",pokemon_images/0675_Pangoro.png
0676,Furfrou,Normal,pokemon_images/0676_Furfrou.png
0677,Espurr,Psychic,pokemon_images/0677_Espurr.png
0678,Meowstic-male,Psychic,pokemon_images/0678_Meowstic-male.png
0679,Honedge,"Steel, Ghost",pokemon_images/0679_Honedge.png
0680,Doublade,"Steel, Ghost",pokemon_images/0680_Doublade.png
0681,Aegislash-shield,"Steel, Ghost",pokemon_images/0681_Aegislash-shield.png
0682,Spritzee,Fairy,pokemon_images/0682_Spritzee.png
0683,Aromatisse,Fairy,pokemon_images/0683_Aromatisse.png
0684,Swirlix,Fairy,pokemon_images/0684_Swirlix.png
0685,Slurpuff,Fairy,pokemon_images/0685_Slurpuff.png
0686,Inkay,"Dark, Psychic",pokemon_images/0686_Inkay.png
0687,Malamar,"Dark, Psychic",pokemon_images/0687_Malamar.png
0688,Binacle,"Rock, Water",pokemon_images/0688_Binacle.png
0689,Barbaracle,"Rock, Water",pokemon_images/0689_Barbaracle.png
0690,Skrelp,"Poison, Water",pokemon_images/0690_Skrelp.png
0691,Dragalge,"Poison, Dragon",pokemon_images/0691_Dragalge.png
0692,Clauncher,Water,pokemon_images/0692_Clauncher.png
0693,Clawitzer,Water,pokemon_images/0693_Clawitzer.png
0694,Helioptile,"Electric, Normal",pokemon_images/0694_Helioptile.png
0695,Heliolisk,"Electric, Normal",pokemon_images/0695_Heliolisk.png
0696,Tyrunt,"Rock, Dragon",pokemon_images/0696_Tyrunt.png
0697,Tyrantrum,"Rock, Dragon",pokemon_images/0697_Tyrantrum.png
0698,Amaura,"Rock, Ice",pokemon_images/0698_Amaura.png
0699,Aurorus,"Rock, Ice",pokemon_images/0699_Aurorus.png
0700,Sylveon,Fairy,pokemon_images/0700_Sylveon.png
0701,Hawlucha,"Fighting, Flying",pokemon_images/0701_Hawlucha.png
0702,Dedenne,"Electric, Fairy",pokemon_images/0702_Dedenne.png
0703,Carbink,"Rock, Fairy",pokemon_images/0703_Carbink.png
0704,Goomy,Dragon,pokemon_images/0704_Goomy.png
0705,Sliggoo,Dragon,pokemon_images/0705_Sliggoo.png
0706,Goodra,Dragon,pokemon_images/0706_Goodra.png
0707,Klefki,"Steel, Fairy",pokemon_images/0707_Klefki.png
0708,Phantump,"Ghost, Grass",pokemon_images/0708_Phantump.png
0709,Trevenant,"Ghost, Grass",pokemon_images/0709_Trevenant.png
0710,Pumpkaboo-average,"Ghost, Grass",pokemon_images/0710_Pumpkaboo-average.png
0711,Gourgeist-average,"Ghost, Grass",pokemon_images/0711_Gourgeist-average.png
0712,Bergmite,Ice,pokemon_images/0712_Bergmite.png
0713,Avalugg,Ice,pokemon_images/0713_Avalugg.png
0714,Noibat,"Flying, Dragon",pokemon_images/0714_Noibat.png
0715,Noivern,"Flying, Dragon",pokemon_images/0715_Noivern.png
0716,Xerneas,Fairy,pokemon_images/0716_Xerneas.png
0717,Yveltal,"Dark, Flying",pokemon_images/0717_Yveltal.png
0718,Zygarde-50,"Dragon, Ground",pokemon_images/0718_Zygarde-50.png
0719,Diancie,"Rock, Fairy",pokemon_images/0719_Diancie.png
0720,Hoopa,"Psychic, Ghost",pokemon_images/0720_Hoopa.png
0721,Volcanion,"Fire, Water",pokemon_images/0721_Volcanion.png
0722,Rowlet,"Grass, Flying",pokemon_images/0722_Rowlet.png
0723,Dartrix,"Grass, Flying",pokemon_images/0723_Dartrix.png
0724,Decidueye,"Grass, Ghost",pokemon_images/0724_Decidueye.png
0725,Litten,Fire,pokemon_images/0725_Litten.png
0726,Torracat,Fire,pokemon_images/0726_Torracat.png
0727,Incineroar,"Fire, Dark",pokemon_images/0727_Incineroar.png
0728,Popplio,Water,pokemon_images/0728_Popplio.png
0729,Brionne,Water,pokemon_images/0729_Brionne.png
0730,Primarina,"Water, Fairy",pokemon_images/0730_Primarina.png
0731,Pikipek,"Normal, Flying",pokemon_images/0731_Pikipek.png
0732,Trumbeak,"Normal, Flying",pokemon_images/0732_Trumbeak.png
0733,Toucannon,"Normal, Flying",pokemon_images/0733_Toucannon.png
0734,Yungoos,Normal,pokemon_images/0734_Yungoos.png
0735,Gumshoos,Normal,pokemon_images/0735_Gumshoos.png
0736,Grubbin,Bug,pokemon_images/0736_Grubbin.png
0737,Charjabug,"Bug, Electric",pokemon_images/0737_Charjabug.png
0738,Vikavolt,"Bug, Electric",pokemon_images/0738_Vikavolt.png
0739,Crabrawler,Fighting,pokemon_images/0739_Crabrawler.png
0740,Crabominable,"Fighting, Ice",pokemon_images/0740_Crabominable.png
0741,Oricorio-baile,"Fire, Flying",pokemon_images/0741_Oricorio-baile.png
0742,Cutiefly,"Bug, Fairy",pokemon_images/0742_Cutiefly.png
0743,Ribombee,"Bug, Fairy",pokemon_images/0743_Ribombee.png
0744,Rockruff,Rock,pokemon_images/0744_Rockruff.png
0745,Lycanroc-midday,Rock,pokemon_images/0745_Lycanroc-midday.png
0746,Wishiwashi-solo,Water,pokemon_images/0746_Wishiwashi-solo.png
0747,Mareanie,"Poison, Water",pokemon_images/0747_Mareanie.png
0748,Toxapex,"Poison, Water",pokemon_images/0748_Toxapex.png
0749,Mudbray,Ground,pokemon_images/0749_Mudbray.png
0750,Mudsdale,Ground,pokemon_images/0750_Mudsdale.png
0751,Dewpider,"Water, Bug",pokemon_images/0751_Dewpider.png
0752,Araquanid,"Water, Bug",pokemon_images/0752_Araquanid.png
0753,Fomantis,Grass,pokemon_images/0753_Fomantis.png
0754,Lurantis,Grass,pokemon_images/0754_Lurantis.png
0755,Morelull,"Grass, Fairy",pokemon_images/0755_Morelull.png
0756,Shiinotic,"Grass, Fairy",pokemon_images/0756_Shiinotic.png
0757,Salandit,"Poison, Fire",pokemon_images/0757_Salandit.png
0758,Salazzle,"Poison, Fire",pokemon_images/0758_Salazzle.png
0759,Stufful,"Normal, Fighting",pokemon_images/0759_Stufful.png
0760,Bewear,"Normal, Fighting",pokemon_images/0760_Bewear.png
0761,Bounsweet,Grass,pokemon_images/0761_Bounsweet.png
0762,Steenee,Grass,pokemon_images/0762_Steenee.png
0763,Tsareena,Grass,pokemon_images/0763_Tsareena.png
0764,Comfey,Fairy,pokemon_images/0764_Comfey.png
0765,Oranguru,"Normal, Psychic",pokemon_images/0765_Oranguru.png
0766,Passimian,Fighting,pokemon_images/0766_Passimian.png
0767,Wimpod,"Bug, Water",pokemon_images/0767_Wimpod.png
0768,Golisopod,"Bug, Water",pokemon_images/0768_Golisopod.png
0769,Sandygast,"Ghost, Ground",pokemon_images/0769_Sandygast.png
0770,Palossand,"Ghost, Ground",pokemon_images/0770_Palossand.png
0771,Pyukumuku,Water,pokemon_images/0771_Pyukumuku.png
0772,Type-null,Normal,pokemon_images/0772_Type-null.png
0773,Silvally,Normal,pokemon_images/0773_Silvally.png
0774,Minior-red-meteor,"Rock, Flying",pokemon_images/0774_Minior-red-meteor.png
0775,Komala,Normal,pokemon_images/0775_Komala.png
0776,Turtonator,"Fire, Dragon",pokemon_images/0776_Turtonator.png
0777,Togedemaru,"Electric, Steel",pokemon_images/0777_Togedemaru.png
0778,Mimikyu-disguised,"Ghost, Fairy",pokemon_images/0778_Mimikyu-disguised.png
0779,Bruxish,"Water, Psychic",pokemon_images/0779_Bruxish.png
0780,Drampa,"Normal, Dragon",pokemon_images/0780_Drampa.png
0781,Dhelmise,"Ghost, Grass",pokemon_images/0781_Dhelmise.png
0782,Jangmo-o,Dragon,pokemon_images/0782_Jangmo-o.png
0783,Hakamo-o,"Dragon, Fighting",pokemon_images/0783_Hakamo-o.png
0784,Kommo-o,"Dragon, Fighting",pokemon_images/0784_Kommo-o.png
0785,Tapu-koko,"Electric, Fairy",pokemon_images/0785_Tapu-koko.png
0786,Tapu-lele,"Psychic, Fairy",pokemon_images/0786_Tapu-lele.png
0787,Tapu-bulu,"Grass, Fairy",pokemon_images/0787_Tapu-bulu.png
0788,Tapu-fini,"Water, Fairy",pokemon_images/0788_Tapu-fini.png
0789,Cosmog,Psychic,pokemon_images/0789_Cosmog.png
0790,Cosmoem,Psychic,pokemon_images/0790_Cosmoem.png
0791,Solgaleo,"Psychic, Steel",pokemon_images/0791_Solgaleo.png
0792,Lunala,"Psychic, Ghost",pokemon_images/0792_Lunala.png
0793,Nihilego,"Rock, Poison",pokemon_images/0793_Nihilego.png
0794,Buzzwole,"Bug, Fighting",pokemon_images/0794_Buzzwole.png
0795,Pheromosa,"Bug, Fighting",pokemon_images/0795_Pheromosa.png
0796,Xurkitree,Electric,pokemon_images/0796_Xurkitree.png
0797,Celesteela,"Steel, Flying",pokemon_images/0797_Celesteela.png
0798,Kartana,"Grass, Steel",pokemon_images/0798_Kartana.png
0799,Guzzlord,"Dark, Dragon",pokemon_images/0799_Guzzlord.png
0800,Necrozma,Psychic,pokemon_images/0800_Necrozma.png
0801,Magearna,"Steel, Fairy",pokemon_images/0801_Magearna.png
0802,Marshadow,"Fighting, Ghost",pokemon_images/0802_Marshadow.png
0803,Poipole,Poison,pokemon_images/0803_Poipole.png
0804,Naganadel,"Poison, Dragon",pokemon_images/0804_Naganadel.png
0805,Stakataka,"Rock, Steel",pokemon_images/0805_Stakataka.png
0806,Blacephalon,"Fire, Ghost",pokemon_images/0806_Blacephalon.png
0807,Zeraora,Electric,pokemon_images/0807_Zeraora.png
0808,Meltan,Steel,pokemon_images/0808_Meltan.png
0809,Melmetal,Steel,pokemon_images/0809_Melmetal.png
0810,Grookey,Grass,pokemon_images/0810_Grookey.png
0811,Thwackey,Grass,pokemon_images/0811_Thwackey.png
0812,Rillaboom,Grass,pokemon_images/0812_Rillaboom.png
0813,Scorbunny,Fire,pokemon_images/0813_Scorbunny.png
0814,Raboot,Fire,pokemon_images/0814_Raboot.png
0815,Cinderace,Fire,pokemon_images/0815_Cinderace.png
0816,Sobble,Water,pokemon_images/0816_Sobble.png
0817,Drizzile,Water,pokemon_images/0817_Drizzile.png
0818,Inteleon,Water,pokemon_images/0818_Inteleon.png
0819,Skwovet,Normal,pokemon_images/0819_Skwovet.png
0820,Greedent,Normal,pokemon_images/0820_Greedent.png
0821,Rookidee,Flying,pokemon_images/0821_Rookidee.png
0822,Corvisquire,Flying,pokemon_images/0822_Corvisquire.png
0823,Corviknight,"Flying, Steel",pokemon_images/0823_Corviknight.png
0824,Blipbug,Bug,pokemon_images/0824_Blipbug.png
0825,Dottler,"Bug, Psychic",pokemon_images/0825_Dottler.png
0826,Orbeetle,"Bug, Psychic",pokemon_images/0826_Orbeetle.png
0827,Nickit,Dark,pokemon_images/0827_Nickit.png
0828,Thievul,Dark,pokemon_images/0828_Thievul.png
0829,Gossifleur,Grass,pokemon_images/0829_Gossifleur.png
0830,Eldegoss,Grass,pokemon_images/0830_Eldegoss.png
0831,Wooloo,Normal,pokemon_images/0831_Wooloo.png
0832,Dubwool,Normal,pokemon_images/0832_Dubwool.png
0833,Chewtle,Water,pokemon_images/0833_Chewtle.png
0834,Drednaw,"Water, Rock",pokemon_images/0834_Drednaw.png
0835,Yamper,Electric,pokemon_images/0835_Yamper.png
0836,Boltund,Electric,pokemon_images/0836_Boltund.png
0837,Rolycoly,Rock,pokemon_images/0837_Rolycoly.png
0838,Carkol,"Rock, Fire",pokemon_images/0838_Carkol.png
0839,Coalossal,"Rock, Fire",pokemon_images/0839_Coalossal.png
